,index,question,answer,keywords
586,586,A majority of the population has been immunised against Covid-19. What is the vaccine effectiveness against these emerging sub-variants?,"BA.2 played a major role in the third wave of Covid-19 in India. Most of the population in India is immunised against the virus because of its highly successful vaccination programme. Besides, the three waves mean that a majority of people have been exposed to either a vaccine-mediated or an infection-mediated immunity. Hence to infect such a population, the virus needs to evade immunity. Antibodies against the surface spike proteins of SARS-CoV-2 protect a person against infection. Mutations can change the shape of certain parts of spike proteins, rendering the antibodies developed after vaccination or infection ineffective. This leads to reinfection/breakthrough infection. The virus is continuously evolving and in addition to the mutation present in BA.2, these three, BA.2.74, BA.2.75, and BA.2.76, have had additional mutations in their genome coding for spike proteins. These three sub-variants have had more than nine changes in the spike protein and are driving the surge in Covid infections. Two mutations, G4465 and R493 are the key changes in BA.2.75. These have been identified this week, so studies are essential to ascertain vaccine effectiveness against these emerging sub-variants. However, as these new sub-variants are detected in RT-PCR-positive patients in the current surge, their immune-escape potential is already established. ","['popul', 'nine', 'chang', 'india', 'variant', 'surg', 'immun', 'immunis', 'shape', 'wave', 'spike', 'emerg', 'major', 'ascertain', 'render', 'addit', 'protein', 'ineffect', 'henc', 'sub', 'rt', 'mutat', 'viru', 'vaccin', 'besid', 'three', 'antibodi', 'mediat', 'infect', 'ba']"
587,587,Cases of BA.4 and BA.5 are being reported but their numbers have not exploded yet. Your views?,"As regards the alarming variants, BA.2.12.1, BA.4 and BA.5, their numbers have not exploded yet. A close watch by sequencing is essential. Also, the role of BA.2.38 and these three new sub-variants BA.2.74, BA.2.75, and BA.2.76 2 in curbing the numbers of BA.2.12.1, BA.4 and BA.5 needs to be assessed. A close watch, by sequencing, on the numbers of BA.2.75 is essential as it has nine more mutations over and above those of its parent BA.2. ","['nine', 'essenti', 'ass', 'aadhaar', 'variant', 'close', 'regard', 'case', 'curb', 'abattoir', 'aarogya', 'abhishek', 'number', 'sequenc', 'view', 'also', 'explod', 'yet', 'report', 'sub', 'abdomin', 'watch', 'mutat', 'role', 'three', 'alarm', 'parent', 'need', 'new', 'ba']"
588,588,Will these new sub-variants cause a more severe form of infection?,"Our previous clinical studies at BJGMC, Pune, showed that Omicron caused mild infections and hospitalisation rates were low. We had also done a similar study regarding the AY.4 sub-lineage of Delta during the second wave. Our study of the co-dominant sub-lineage BA.2.38 showed that the clinical outcomes were like those of our earlier study on Omicron. We have made a preliminary clinical study of 75 patients with BA.2.74, BA.2.75 and BA.2.76 infection and found that the majority had mild symptoms. None required oxygen and there were no deaths. During the monsoon, there could be a mix of different viruses (dengue/chikungunya/ H1N1). ","['omicron', 'bjgmc', 'similar', 'clinic', 'regard', 'caus', 'none', 'preliminari', 'wave', 'done', 'hospitalis', 'chikungunya', 'major', 'pune', 'monsoon', 'lineag', 'mix', 'ay', 'oxygen', 'outcom', 'sub', 'domin', 'studi', 'earlier', 'dengu', 'show', 'form', 'infect', 'ba', 'mild']"
589,589,"So how does one distinguish between Covid, which behaves like seasonal flu, and other respiratory infections? ","All viruses cause fever. Microbiological diagnostic tests easily distinguish these viral infections. So, a serological/RT-PCR test specific for these viruses (dengue, chikungunya and H1N1) identifies these viral infections easily. 

Intranasal vaccines for COVID-19 will be critical to protect people against the emerging variants of concern of the SARS-CoV-2 virus, according to a study. Researchers at the University of Virginia (UVA) in the US noted that the widely available COVID-19 vaccinations keeping the majority of the population free from serious illness will not be enough to stop the spread of the virus and its variants. ","['easili', 'virginia', 'distinguish', 'variant', 'stop', 'wide', 'microbiolog', 'virus', 'note', 'viral', 'test', 'diagnost', 'enough', 'univers', 'intranas', 'pcr', 'chikungunya', 'free', 'major', 'covid', 'season', 'rt', 'viru', 'vaccin', 'dengu', 'infect', 'uva', 'serolog', 'flu', 'behav']"
590,590,What is the closest parallel to what we are seeing in the U.S.? ,"The U.K. is the closest, but the U.K. itself is so far removed from what we are seeing in the U.S. here, said Venky Soundararajan, chief scientific officer at research company Nference. 

Soundararajan recently worked with National Institutes of Health scientists to publish research in PNAS Nexus quantifying the distinctiveness of variants, relative to those that have spread previously within a specific region of the world. The authors found that this new metric could predict variations in future increases in variants in different parts of the world, depending on which variants had previously spread in those regions. 

Soundararajan cited the wide gap in new COVID-19 cases during March between the two countries, when the U.K. reported a sharp increase in BA.2 infections at a time when cases in the U.S. were largely slowing. Their metric suggests that while BA.5's significant growth advantage will fuel a surge in cases, the immunity wall built up during the winter wave suggests the current wave will not reach the same record heights.

BA.5 Omicron is not significantly distinct in the U.S., from what we have seen, particularly with BA.2.12.1 which was the most recent subtype that circulated. And BA.1 continues to provide a level of extremely high exposure which we suspect will continue to play out through the summer, added Soundararajan. 

Even as the pace of COVID-19 hospitalizations has accelerated around the country, measurements of some of the worst outcomes of the disease remain far lower than during some previous waves in the pandemic. 

Only a relatively small percentage of hospital intensive care unit beds around the country are taken up by COVID-19 patients. The pace of new COVID-19 deaths remains worse than at this time last year, at an unacceptable average of more than 300 deaths per day. But, even among more vulnerable groups like nursing home residents, COVID-19's daily death toll remains a fraction of some previous waves. ","['nexu', 'variant', 'remain', 'see', 'case', 'region', 'wave', 'world', 'recent', 'hospit', 'death', 'distinct', 'pace', 'closest', 'soundararajan', 'height', 'previou', 'research', 'far', 'rel', 'covid', 'pna', 'around', 'suggest', 'metric', 'countri', 'previous', 'new', 'ba', 'nferenc']"
591,591,Concerns have been raised because now in India  and there are a few cases in the states there’s the subsequent BA.2.75. Is that going to overtake BA.4 and BA.5? ,"That’s the risky side of the game. Krilov said it’s somewhat similar to how flu vaccines are created on an annual basis. There is some guesswork trying to predict what the circulating strains, in this case variants, are going to be and get the best match we can, he said. 

In the years we have a good flu vaccine match, we get 60-plus percent protection. The years we don't have as good a match, it’s lower, but it's still something in preventing against severe disease. So, I think there's a good chance. It will be helpful. How helpful, I guess, based on this variation, makes it a little too hard to say right now. Both Syed and Krilov pointed out that vaccines and boosters are vital tools because even if they do not completely prevent infection from the virus, they protect against severe illness, hospitalization and death.

When the original Omicron variant swept across the country this winter, it launched America into a new COVID era, one in which nearly everyone95 percent of adults, according to one CDC estimatehas some immunity to the virus through vaccines, infection, or both. Since then, however, Omicron subvariants have still managed to cause big waves of infection. They’ve accomplished this by eroding our existing immunity. 

This will keep happening. There’s not a lot of things I’m confident about in SARS-CoV-2 evolution, but I think I’m extremely confident we’ll keep seeing new variants that are progressively eroding antibody neutralization, says Jesse Bloom, an evolutionary virologist at the Fred Hutchinson Cancer Center. Experts are cautiously optimistic that the pace of variant emergence will eventually slow, and for many people, reinfections are already milder and hospitals are not overwhelmed. But as the virus keeps changing, the only real guarantee is that it will be differentand that its changes won’t necessarily affect everyone uniformly. ","['omicron', 'sy', 'year', 'percent', 'krilov', 'variant', 'think', 'overtak', 'estimateha', 'match', 'confid', 'good', 'hospit', 'guesswork', 'erod', 'uniformli', 'hutchinson', 'differentand', 'said', 'eventu', 'go', 'bloom', 'keep', 'jess', 'viru', 'everyon', 'vaccin', 'say', 'flu', 'ba']"
592,592,Omicron was so different and so unusual compared with everything that had come before. Could it happen again?,"Most people think probably not but … you don’t want to be burned twice. Whether an Omicron-like event happens every two or 20 or 200 years can mean different trajectories for COVID’s future. But at this point, we have only two and a half years of data to go on, so prognosticate at your own risk. 

More predictably, though, SARS-CoV-2 is likely to make smaller gains over time, accumulating mutations that make it incrementally better at reinfection. Virologists call this antigenic evolution. (Antigenic refers to the parts of a pathogen recognized by our immune system. For SARS-CoV-2, this is predominantly the spike protein.) Different viruses do seem capable of different rates of antigenic evolution. Of the four seasonal coronaviruses that cause common colds, for example, OC43 and 229E are evolving at a rate of 0.3 to 0.5 adaptive mutations in their spike proteins each year. But a third, NL63, doesn’t seem to be changing much at all, says Kathryn Kistler, a virologist also at Fred Hutch who has studied the evolution of the seasonal coronaviruses. She is currently trying to confirm this with blood-serum samples collected in the ’80s and ’90s. And there are so few samples of the fourth coronavirus, HKU1, that we don’t have enough to discern any trend.","['sampl', 'omicron', 'year', 'evolut', 'two', 'hutch', 'accumul', 'hku', 'fred', 'discern', 'predominantli', 'seem', 'trajectori', 'spike', 'rate', 'burn', 'protein', 'coronavirus', 'antigen', 'virologist', 'kathryn', 'oc', 'prognost', 'season', 'kistler', 'differ', 'mutat', 'happen', 'increment', 'nl']"
593,593,"Instead of always trying to catch up to the virus though, could we broaden our immunity and get ahead of it?","Our current vaccines, while still very good at protecting against severe disease, are not capable of this. The White House is now promotingthough not really fundingnext-generation vaccines that could potentially do better: pan-coronavirus vaccines that scientists hope will elicit antibodies against parts of the spike protein that do not change very much, or nasal vaccines to elicit antibodies in the nose and mouth where the virus first replicates, perhaps stopping an infection altogether.

But these ideas are not new to SARS-CoV-2researchers have been trying these approaches to flu for many years. A universal flu vaccine is still elusive. A nasal flu vaccine, FluMist, does exist, but its effectiveness is quite mixed: It was originally thought to be more effective than the shot, then believed to be less effectiveso much so that the CDC pulled the vaccine from 2016 to 2018until it was reformulated. In any case, it’s clear that FluMist doesn’t come close to preventing all mild flu infections. Barring any major innovations in vaccine technology, our immune systems may be the dog chasing the coronavirus rabbit for a long time still. ","['rabbit', 'much', 'white', 'elicit', 'elus', 'bar', 'immun', 'flumist', 'still', 'promotingthough', 'nasal', 'broaden', 'coronaviru', 'mix', 'chase', 'altogeth', 'innov', 'tri', 'effectiveso', 'reformul', 'ahead', 'fundingnext', 'vaccin', 'capabl', 'antibodi', 'dog', 'could', 'pull', 'flu', 'pan']"
594,594,When is it an emergency?,"As per CDC, the warning signs include: Trouble breathing, Persistent pain or pressure in the chest, New confusion, Inability to wake or stay awake, Pale, gray, or blue-coloured skin, lips, or nail beds, depending on skin tone. This list is not all possible symptoms. Please call your medical provider for any other symptoms that are severe or concerning to you, it states.

The Covid-19 virus spreads primarily through droplets of saliva or discharge from the nose when an infected person coughs or sneezes, as per WHO. Which is why, it’s extremely important to practise respiratory etiquette (for example, coughing into a flexed elbow). 

All Covid-19 vaccines approved by WHO for emergency use listing have been through randomised clinical trials to test their quality, safety and efficacy, states WHO. Covid-19 vaccines are crucial tools in the pandemic response and protect against severe disease and death. Vaccines provide at least some protection from infection and transmission, but not as much as the protection they provide against serious illness and death, WHO reads. ","['list', 'inabl', 'saliva', 'tone', 'skin', 'pale', 'discharg', 'protect', 'colour', 'practis', 'emerg', 'death', 'state', 'troubl', 'gray', 'wake', 'etiquett', 'nail', 'cough', 'lip', 'primarili', 'blue', 'plea', 'flex', 'vaccin', 'randomis', 'awak', 'per', 'provid', 'bed']"
595,595,Why do variants occur?,"Variants are normal part of evolution and as long as the virus is able to infect, replicate and transmit, they will continue to evolve.","['replic', 'evolut', 'aadhaar', 'abroad', 'variant', 'occur', 'evolv', 'normal', 'absenc', 'abus', 'abattoir', 'aarogya', 'abhishek', 'abnorm', 'absolut', 'absorb', 'abid', 'abridg', 'transmit', 'continu', 'abdomin', 'part', 'abl', 'abil', 'viru', 'long', 'infect', 'abruptli', 'absorpt', 'abort']"
596,596,Are all variants equally infectious?,"As per MoHFW, not all variants are dangerous and most often than not, we don’t notice them. Only when they are more infectious, or can re-infect people, do they gain prominence. The most important step to avoid generation of variants is to reduce the number of infections, it reads.","['infecti', 'aadhaar', 'variant', 'notic', 'gain', 'reduc', 'peopl', 'equal', 'abattoir', 'aarogya', 'abhishek', 'abnorm', 'import', 'danger', 'abid', 'number', 'abridg', 'abdomin', 'read', 'often', 'avoid', 'abil', 'abl', 'step', 'gener', 'mohfw', 'per', 'promin', 'infect', 'abort']"
597,597,How are Delta and Omicron different? Can someone be affected by both at the same time?,"The distinguishing characteristic in Omicron is that there is absence of breathing difficulty in compared to the Delta strain where even the patients in the ward were requiring oxygen support, Dr Abhishek asserted. It is important to note that the Delta strain is still there and people could be infected with both these strains. So, symptoms will vary accordingly, Dr Abhishek mentioned. ","['omicron', 'support', 'even', 'affect', 'difficulti', 'distinguish', 'strain', 'dr', 'assert', 'breath', 'symptom', 'still', 'note', 'accordingli', 'abhishek', 'vari', 'import', 'delta', 'patient', 'ward', 'characterist', 'oxygen', 'compar', 'time', 'mention', 'differ', 'could', 'someon', 'requir', 'absenc']"
598,598,How much more infectious is the Delta variant? How is it able to do that?,"According to an internal CDC document, the Delta variant one of four variants of concern that have evolved from SARS-CoV-2, the virus that causes COVID-19 is more than twice as infectious as the original virus and as infectious as chickenpox. Its high infectiousness could be due to its ability to replicate rapidly in the body. A study from China reported that people infected with the Delta variant can carry 1,000 times the viral load as those infected with the original virus. To me, that’s shocking, said Roan. That study also found that people infected with the Delta variant carry detectable virus earlier than with the original virus (four days versus six days after exposure) and another study found that they remain infectious longer (18 days versus 13 days). 

Not only is it replicating more, it’s replicating faster, and that’s probably why it’s able to spread so much more efficiently, said Roan. That efficiency comes down to the molecular details. We know that the Delta variant carries multiple mutations, including within the spike protein which it uses to latch onto and enter cells. Of particular note, said Roan, is a spike protein mutation at what’s known as the furin cleavage site. This site is important for priming or activating newly replicated viruses to begin infecting cells. Unpublished studies suggest that the original virus primes about 50 percent of its viruses, whereas the Delta variant primes more than 75 percent. 

That might potentially explain why it’s able to transmit much more efficiently and why the viral loads are so much higher, although other mutations that Delta accumulated could very well contribute also, said Roan.","['infecti', 'much', 'replic', 'percent', 'variant', 'origin', 'cell', 'virus', 'viral', 'spike', 'delta', 'prime', 'load', 'carri', 'versu', 'day', 'roan', 'wherea', 'protein', 'said', 'found', 'four', 'latch', 'effici', 'studi', 'abl', 'mutat', 'viru', 'site', 'infect']"
599,599,Does the Delta variant cause more serious disease?,"There’s not yet consensus on whether the Delta variant makes people sicker. The internal CDC document cited studies from Canada and Singapore (not yet peer-reviewed) that found higher odds of hospitalization and death, and a study from Scotland that found double the risk of hospitalization compared to the Alpha variant, which had been the dominant variant in the U.S. before Delta’s rise. This is concerning as the Alpha variant was already demonstrated to cause more severe COVID-19 than the original virus, said Roan. ","['doubl', 'cite', 'variant', 'origin', 'rise', 'caus', 'singapor', 'demonstr', 'hospit', 'delta', 'canada', 'sicker', 'review', 'seriou', 'roan', 'compar', 'yet', 'consensu', 'document', 'said', 'alreadi', 'found', 'odd', 'domin', 'intern', 'cdc', 'studi', 'peer', 'scotland', 'alpha']"
600,600,What are breakthrough infections and are they more common with the Delta variant?,"A breakthrough infection is an infection in a fully vaccinated person. They can occur if the body fails to mount a strong enough immune response to prevent an infection. Overall, all the vaccines remain highly effective at preventing severe illness and death from the Delta variant. For example, various studies have reported the Pfizer vaccine to be 93 to 100 percent effective against hospitalization and death, with somewhat lower effectiveness, 64 to 88 percent, against all symptomatic disease.

A recent analysis of breakthrough cases among UCSF employees and staff since Delta's rise showed that unvaccinated people remain five times more likely to become infected than people who are vaccinated, and 25 times more likely to be hospitalized. While it’s not entirely clear why there are more breakthrough infections with the Delta variant, I would guess the high viral load is a big part of the equation, said Roan. 

When you’re essentially just exposed to so much more virus, there’s a higher chance that you can get infected, whether you’re vaccinated or not, she said. Of course, vaccination is one of the best barriers, but it’s not a 100 percent barrier against getting infected. 

Though still uncommon, breakthrough infections with the Delta variant may impact public health. In an analysis of a recent outbreak in Provincetown, MA, that caused over 450 infections in the state, the CDC reported that the viral load was indistinguishable between breakthrough infections and cases in unvaccinated individuals. 

This was of course what sparked the CDC’s recommendation that everyone, including vaccinated people, mask up indoors, since the data would suggest that breakthrough infections can potentially transmit the virus, said Roan.","['breakthrough', 'percent', 'variant', 'remain', 'provincetown', 'guess', 'uncommon', 'viral', 'equat', 'recent', 'hospit', 'cours', 'delta', 'analysi', 'load', 'would', 'fail', 'ucsf', 'roan', 'sinc', 'mount', 'said', 'unvaccin', 'cdc', 'effect', 'vaccin', 'indistinguish', 'infect', 'barrier', 'somewhat']"
601,601,Do the breakthrough infections mean the Delta variant is better at evading the vaccines? How does it do that?,"Compared to the original virus, all the variants thus far are somewhat better at evading the immune system’s antibody response, some better than others, said Roan. That’s because so-called neutralizing antibodies recognize and bind to the spike proteins on the surface of the virus, preventing the virus from infecting cells. But if the virus mutates its spike protein, then the antibodies may not bind as well, and the virus gains an advantage. Fortunately, the antibody response is only part of the story, said Roan, whose lab studies another part of our immune response known as the T cell response. She and others have found evidence that our T cell response is less affected by variants. 

T cells work differently, she explains. T cells don’t target the virus directly, but instead recognize infected cells and destroy them, stopping the virus from replicating inside them. The recognition can also activate helper T cells which aid the responses of other immune cells. An infected cell signals to a T cell by presenting little pieces of viral protein on its surface. 

The reason the T cells are more resistant to the mutational effect is because each person generally presents a different little piece of the virus to their T cells, said Roan. So a mutation would for the most part only affect someone whose cells present that particular piece of the virus. When the virus is transmitted to another person, that mutational advantage is lost, unlike the antibody case where neutralizing antibodies from different individuals often target the same locations in the spike protein. 

In other words, when the virus mutates, the antibodies are less able to do what they’re supposed to do, but T cells are more resistant to the mutation effects, said Roan. ","['affect', 'surfac', 'variant', 'le', 'evad', 'bind', 'immun', 'cell', 'piec', 'spike', 'target', 'recogn', 'anoth', 'advantag', 'littl', 'roan', 'present', 'protein', 'said', 'better', 'part', 'differ', 'mutat', 'viru', 'neutral', 'resist', 'antibodi', 'infect', 'whose', 'respons']"
602,602,How important is our T cell response to fighting the Delta variant?,"Roan’s lab is currently preparing to study the Delta variant, and she is optimistic that the T cell response will hold up. They have already shown that the T cell response is just as strong against the Alpha, Beta, and Gamma variants as it is against the original virus. 

Roan’s team has also found that T cells may be particularly important in preventing severe COVID-19 infections. In a study of patients who were in the ICU for COVID-19, those who recovered showed a massive increase in T cell response right before they were discharged from the hospital, while those who died never developed a robust T cell response. 

T cells are probably less important for preventing that initial infection that’s where the neutralizing antibodies come in, said Roan. But then the T cells play an important role in making sure a person who has already been infected, recovers. 

For the unvaccinated, the Delta variant presents a serious threat, and now more than ever it is crucial to get vaccinated. It’s definitely going to be a lot riskier, said Roan. Right now, as many folks have said, this is a pandemic of the unvaccinated in this country. More than 97 percent of those currently hospitalized with severe COVID-19 are unvaccinated. 

The faster we can get more people vaccinated, the faster we can recover from the current surges, minimize deaths, and avoid straining the medical system, said Roan. While breakthrough infections are more of a concern with the Delta variant, those infections are generally mild or asymptomatic. The good news is that the vaccines were designed to protect against severe COVID, and they’re still doing their job, said Roan. 

For people who are fully vaccinated, Roan sees two main purposes to returning to masking indoors. First, because fully vaccinated people can still carry high viral loads and transmit the virus, masking protects those who are not vaccinated, including children under 12, and vaccinated individuals who may mount weaker responses to the vaccine, such as immunocompromised individuals. The second reason is that we still don’t know the risk of long-haul COVID-19 following breakthrough infections. That’s all unknown right now, said Roan, So I think it’s smart to put on a mask. 

COVID-19 has dominated our lives for over a year. The recent development of the COVID-19 vaccines has given us hope of returning to a normal life, but this tricky virus has also been adapting. Though we have seen many new mutations of the original virus, the Delta Variant has been making top news and leaving us with a number of pressing questions. We asked the American Lung Association’s Chief Medical Officer, Dr. Albert Rizzo, to speak with us about this important topic. 
","['breakthrough', 'mask', 'variant', 'recov', 'origin', 'cell', 'albert', 'still', 'current', 'sever', 'news', 'fulli', 'import', 'delta', 'rizzo', 'roan', 'faster', 'tricki', 'said', 'alreadi', 'respons', 'covid', 'unvaccin', 'folk', 'individu', 'viru', 'vaccin', 'right', 'infect', 'return']"
603,603,"Can you explain what variants are, particularly the Delta variant?","The coronavirus tends to have a high mutation rate and that is why we keep seeing a changing genomic signal of the virus in the population. The genomic signal is what the CDC monitors and these tests are done throughout the country to monitor the variant that is most prevalent. 

The CDC tracks multiple variants circulating in the United States and provides an estimate of how common they are at the national and regional levels. This data can change over time as more information becomes available. 

There are hundreds of mutations if not more. The variants of interest or concern per the CDC were named, originally by their site where first identified such as the U.K. variant, the Brazil variant and so on. Now names are given in order of discovery using the Greek alphabet so alpha, then beta and so on. There is also a coding system used to identify each variantB.1.1.7 is known as the Alpha variant. 

The Delta variant is currently of most concern. However, the latest variant to be highlighted by the World Health Organization is called Lambda, and now been found in at least 27 different countries. It is not yet listed as a ‘variant of concern’, rather a ‘variant of interest’ by the WHO, meaning it has been identified as causing transmission or detected in multiple countries. ","['chang', 'alphabet', 'variant', 'track', 'genom', 'name', 'signal', 'monitor', 'throughout', 'hundr', 'delta', 'variantb', 'interest', 'beta', 'highlight', 'lambda', 'multipl', 'code', 'concern', 'brazil', 'discoveri', 'greek', 'identifi', 'cdc', 'mutat', 'preval', 'latest', 'countri', 'rather', 'alpha']"
604,604,Where did the Delta variant come from and how far has it spread?,"Delta, also known as B.1.617.2, was first identified in India during a ferocious wave of infections there in April and May. Delta is currently on the rise in the United States, particularly in the Midwest and Southeast. The CDC declared it a variant of concern on June 15, 2021. Delta is spreading fast. Using a rapid genotyping test, companies have found that the proportion of cases caused by Alpha fell from more than 70% in late April to around 42% as of mid-June, with the rise of Delta driving much of that shift. Delta seems to be around 60% more transmissible than the already highly infectious Alpha variant identified in the United Kingdom in late 2020.","['india', 'variant', 'unit', 'kingdom', 'june', 'drive', 'rise', 'midwest', 'mid', 'shift', 'spread', 'seem', 'wave', 'delta', 'april', 'highli', 'genotyp', 'fast', 'rapid', 'far', 'fell', 'identifi', 'southeast', 'around', 'feroci', 'declar', 'late', 'proport', 'compani', 'alpha']"
605,605,How can you tell if you have the Delta variant? Are there additional symptoms?,"Some reports suggest that the Delta strain could cause different symptoms than other variants. A U.K. study, for example, reported a change in the top-ranked symptoms since Delta starting dominating. 

Cold-like symptoms, including headache, runny nose and a sore throat, now top the list in that study, while more traditional COVID-19 symptoms  loss of smell, shortness of breath, fever and persistent cough  have since moved down. Doctors in the U.S. are noting a similar trend, especially in areas that have some of the highest rates of Delta cases. Regular COVID-19 tests do not detect which variant is involved in a patient’s casethat information does not change the approach to care or therapy. The variant identification requires genomic sequencing, a process separate from regular virus tests and one that not all labs are able to do or do not do on a routine basis for patient care but are done more for public health monitoring. ","['chang', 'regular', 'variant', 'genom', 'sore', 'lab', 'identif', 'cold', 'care', 'symptom', 'tell', 'test', 'runni', 'delta', 'sequenc', 'move', 'patient', 'tradit', 'rank', 'sinc', 'report', 'domin', 'trend', 'studi', 'smell', 'separ', 'casethat', 'highest', 'top', 'basi']"
606,606,Is the Delta variant more deadly? ,While an increase in infections alone is troubling and can lead to more deathsboth through the increase in cases and by overwhelming the health systemearly research suggests Delta is possibly more dangerous than the Alpha variant and twice as likely to lead to hospitalization. ,"['aadhaar', 'variant', 'like', 'possibl', 'systemearli', 'case', 'abattoir', 'aarogya', 'abhishek', 'hospit', 'abnorm', 'deadli', 'delta', 'increas', 'danger', 'abid', 'twice', 'troubl', 'overwhelm', 'research', 'health', 'abdomin', 'suggest', 'deathsboth', 'abil', 'abl', 'lead', 'alon', 'infect', 'alpha']"
607,607,Is the vaccine effective against the Delta variant? ,"Yes. All of the vaccines available in this country have been shown to be highly effective against all current variants meaning that the vaccine reduces the chances of getting a severe illness, being hospitalized or dying from COVID-19. However, Delta is moderately resistant to vaccines in people who have received just a single dose of the Pfizer or the Moderna vaccine. So, the message is that the vaccines, in individuals who are fully vaccinated, are effective against the Delta variant. ","['variant', 'ill', 'reduc', 'avail', 'current', 'sever', 'peopl', 'chanc', 'fulli', 'hospit', 'delta', 'highli', 'mean', 'pfizer', 'howev', 'get', 'singl', 'shown', 'die', 'receiv', 'ye', 'dose', 'individu', 'effect', 'vaccin', 'resist', 'moderna', 'moder', 'countri', 'messag']"
608,608,Do masks protect against the Delta variant? What other things can be done to protect against it? ,"Because of what we know about the way coronavirus spreads, masks help protect against infection by decreasing the ability to inhale the droplets. So yes, mask do protect against the Delta variant. All other measures that we have used to date to mitigate spread of the virus which includes the hand washing and social distancing, and most importantly getting vaccinated, are the best ways to protect against getting COVID-19 whether it is from the Delta variant or any other variant.

For this reason, a decision about mask wearing should take into account some additional factors. The CDC says that vaccinated people do not need to wear masks when in public and can resume pre-pandemic activities unless other local regulations or restrictions are in place. But, depending on your comfort level and your underlying health status, you may still consider wearing a mask if you are potentially around a lot of people who may be unvaccinated, especially in a crowded space, to decrease that risk of low-grade infection. You should also consider wearing a mask if you are in an area of the country where surges, possibly due to the Delta variant are occurring. ","['decreas', 'mask', 'statu', 'variant', 'surg', 'droplet', 'grade', 'mitig', 'spread', 'resum', 'protect', 'importantli', 'done', 'delta', 'consid', 'underli', 'unless', 'get', 'wear', 'pre', 'inhal', 'comfort', 'lot', 'decis', 'thing', 'regul', 'unvaccin', 'reason', 'abil', 'way']"
609,609,Is there anything else you think the public needs to know? ,"The dominance of this variant in the U.S. now coupled with the loosening of social distancing restrictions means we are seeing surges of COVID-19 cases, hospitalizations and deaths in areas of the country where vaccination rates are low. The best way to protect yourself is to get vaccinated.","['social', 'aadhaar', 'coupl', 'surg', 'think', 'variant', 'see', 'restrict', 'case', 'protect', 'el', 'area', 'hospit', 'death', 'mean', 'loosen', 'rate', 'get', 'distanc', 'public', 'domin', 'covid', 'know', 'vaccin', 'way', 'need', 'anyth', 'countri', 'best', 'low']"
610,610,"What is the Delta variant of Covid-19, and why it is a cause for concern? ","Recent data suggests that 99% of the current deaths in this country caused by COVID-19 are among unvaccinated individuals. Get vaccinated! In its latest risk assessment for SARS-C0V-2 variants, Public Health England (PHE) has said a staggering 61% of the samples sequenced are now of the Delta variant (B.1.617.2). This means the Delta variant, first detected in India, is more dominant in the UK than the Alpha variant that had last year triggered a surge in the UK.","['sampl', 'phe', 'ass', 'year', 'india', 'variant', 'surg', 'last', 'caus', 'among', 'recent', 'death', 'delta', 'sequenc', 'mean', 'england', 'stagger', 'concern', 'said', 'domin', 'unvaccin', 'data', 'first', 'suggest', 'individu', 'latest', 'detect', 'uk', 'alpha', 'trigger']"
611,611,What is the Delta variant of Covid-19?,"Multiple SARS-CoV-2 variants are circulating globally. One of these is the B.1.617 lineage, detected in India earlier this year. Early evidence suggests that its sub-lineage B.1.617.2, known as the Delta variant, is more transmissible than contemporary lineages. 

The World Health Organizaton (WHO), which has given it the label Delta, has categorised it as a variant of concern (VOC). It has said it continues to observe significantly increased transmissibility and a growing number of countries reporting outbreaks associated with this variant. 

WHO classifies a variant as a VOC when it is associated with an increase in transmissibility or detrimental change in Covid-19 epidemiology; increase in virulence; or decrease in the effectiveness of public health measures or available diagnostics, vaccines, therapeutics. ","['decreas', 'significantli', 'india', 'variant', 'outbreak', 'organizaton', 'transmiss', 'voc', 'detriment', 'epidemiolog', 'diagnost', 'circul', 'increas', 'delta', 'earli', 'given', 'lineag', 'categoris', 'multipl', 'observ', 'contemporari', 'health', 'sub', 'associ', 'virul', 'earlier', 'grow', 'label', 'therapeut', 'classifi']"
612,612,What makes the Delta variant a VOC?,"Different variants are characterised by mutations  or alterations in the virus’s genetic material. An RNA virus, such as SARS-CoV-2, is made of about 30,000 base pairs of amino acids, placed like bricks next to each other. 

An alteration in any of these base cause a mutation, effectively changing the shape and behaviour of the virus. The Delta variant contains multiple mutations in the spike protein. At least four mutations are important. One of these is called L452R, first reported in Denmark in March last year. This mutation has been found more transmissible than wild-type strains and also been associated with reduced antibody efficacy and reduced neutralisation by vaccine sera. 

The mutation P681R has been associated with chemical processes that may enhance transmissibility, PHE says. The D614G mutation was first documented in the US early in the pandemic, having initially circulated in Europe. There is evidence that variants with this mutation spread more quickly, the Centers for Disease Prevention and Control (CDC) says. 

Another mutation in Delta is T478K. This was present in around 65% of occurrences in variant B.1.1.222, first detected in Mexico last year and associated with higher infectivity.","['alter', 'occurr', 'year', 'variant', 'pair', 'brick', 'last', 'behaviour', 'shape', 'chemic', 'reduc', 'europ', 'transmiss', 'voc', 'characteris', 'delta', 'serum', 'wild', 'base', 'associ', 'neutralis', 'first', 'mutat', 'denmark', 'viru', 'amino', 'say', 'mexico', 'acid', 'rna']"
